2026-08-06 11:37:54.995 | INFO     | __main__:64 — ============================================================
2026-08-06 11:37:54.998 | INFO     | __main__:65 — Vision-Based Desktop Automation — ScreenSeekeR
2026-08-06 11:37:54.999 | INFO     | __main__:66 — ============================================================
2026-08-06 11:37:54.999 | ERROR    | __main__:72 — Configuration error:
GEMINI_API_KEY is not set.
Get a FREE key at: https://aistudio.google.com
Then add it to your .env file: GEMINI_API_KEY=your_key_here
2026-08-06 11:39:56.051 | INFO     | __main__:64 — ============================================================
2026-08-06 11:39:56.054 | INFO     | __main__:65 — Vision-Based Desktop Automation — ScreenSeekeR
2026-08-06 11:39:56.055 | INFO     | __main__:66 — ============================================================
2026-08-06 11:39:56.056 | INFO     | __main__:77 — Output directory: C:\Users\merna\Desktop\tjm-project
2026-08-06 11:39:56.056 | INFO     | __main__:80 — Fetching posts from JSONPlaceholder API...
2026-08-06 11:39:56.057 | INFO     | src.api.jsonplaceholder:34 — Fetching 10 posts from https://jsonplaceholder.typicode.com/posts
2026-08-06 11:39:58.285 | INFO     | src.api.jsonplaceholder:34 — Fetching 10 posts from https://jsonplaceholder.typicode.com/posts
2026-08-06 11:40:00.404 | INFO     | src.api.jsonplaceholder:34 — Fetching 10 posts from https://jsonplaceholder.typicode.com/posts
2026-08-06 11:40:00.535 | ERROR    | __main__:84 — Failed to fetch posts: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2026-08-06 11:42:31.572 | INFO     | __main__:64 — ============================================================
2026-08-06 11:42:31.574 | INFO     | __main__:65 — Vision-Based Desktop Automation — ScreenSeekeR
2026-08-06 11:42:31.576 | INFO     | __main__:66 — ============================================================
2026-08-06 11:42:31.576 | INFO     | __main__:77 — Output directory: C:\Users\merna\Desktop\tjm-project
2026-08-06 11:42:31.577 | INFO     | __main__:80 — Fetching posts from JSONPlaceholder API...
2026-08-06 11:42:31.577 | INFO     | src.api.jsonplaceholder:34 — Fetching 10 posts from https://jsonplaceholder.typicode.com/posts
2026-08-06 11:42:33.795 | INFO     | src.api.jsonplaceholder:34 — Fetching 10 posts from https://jsonplaceholder.typicode.com/posts
2026-08-06 11:42:35.895 | INFO     | src.api.jsonplaceholder:34 — Fetching 10 posts from https://jsonplaceholder.typicode.com/posts
2026-08-06 11:42:35.984 | ERROR    | __main__:84 — Failed to fetch posts: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2026-08-06 11:43:22.665 | INFO     | __main__:64 — ============================================================
2026-08-06 11:43:22.679 | INFO     | __main__:65 — Vision-Based Desktop Automation — ScreenSeekeR
2026-08-06 11:43:22.681 | INFO     | __main__:66 — ============================================================
2026-08-06 11:43:22.696 | INFO     | __main__:77 — Output directory: C:\Users\merna\Desktop\tjm-project
2026-08-06 11:43:22.721 | INFO     | __main__:80 — Fetching posts from JSONPlaceholder API...
2026-08-06 11:43:22.726 | INFO     | src.api.jsonplaceholder:34 — Fetching 10 posts from https://jsonplaceholder.typicode.com/posts
